intent_probability,intent_level,action,message,cost_eur,top_reasons,true_label,true_numeric
0.8701,HIGH,Urgency Banner + Premium Bundle,Show a live countdown timer and bundle offer on the page.,0.0,"[""'PageValues' increased the purchase chance (SHAP = +1.184)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.840)"", ""'Administrative' decreased the purchase chance (SHAP = -0.394)""]",BUYER,1
0.0031,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'Month_May' decreased the purchase chance (SHAP = -2.451)"", ""'PageValues' decreased the purchase chance (SHAP = -2.184)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.492)""]",BROWSER,0
0.0097,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.416)"", ""'Month_Mar' decreased the purchase chance (SHAP = -1.961)"", ""'TrafficType_8' increased the purchase chance (SHAP = +0.457)""]",BROWSER,0
0.1164,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.124)"", ""'ProductRelated' increased the purchase chance (SHAP = +0.736)"", ""'Administrative_Duration' decreased the purchase chance (SHAP = -0.631)""]",BROWSER,0
0.2596,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.363)"", ""'Month_May' increased the purchase chance (SHAP = +0.363)"", ""'ExitRates' decreased the purchase chance (SHAP = -0.301)""]",BROWSER,0
0.0034,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.336)"", ""'Month_May' decreased the purchase chance (SHAP = -2.263)"", ""'ExitRates' decreased the purchase chance (SHAP = -0.468)""]",BROWSER,0
0.2789,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.295)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.362)"", ""'Month_May' increased the purchase chance (SHAP = +0.345)""]",BROWSER,0
0.1465,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.977)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.323)"", ""'VisitorType_Returning_Visitor' increased the purchase chance (SHAP = +0.262)""]",BROWSER,0
0.0081,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.881)"", ""'ExitRates' decreased the purchase chance (SHAP = -1.508)"", ""'BounceRates' decreased the purchase chance (SHAP = -0.306)""]",BROWSER,0
0.1533,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.965)"", ""'Month_May' increased the purchase chance (SHAP = +0.254)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.245)""]",BROWSER,0
0.6153,HIGH,Urgency Banner + Premium Bundle,Show a live countdown timer and bundle offer on the page.,0.0,"[""'PageValues' decreased the purchase chance (SHAP = -1.339)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.820)"", ""'ProductRelated' increased the purchase chance (SHAP = +0.312)""]",BROWSER,0
0.0155,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.976)"", ""'ExitRates' decreased the purchase chance (SHAP = -1.479)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.238)""]",BROWSER,0
0.2878,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' increased the purchase chance (SHAP = +1.150)"", ""'Month_Sep' decreased the purchase chance (SHAP = -0.552)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.409)""]",BROWSER,0
0.0011,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.430)"", ""'Month_May' decreased the purchase chance (SHAP = -1.931)"", ""'ExitRates' decreased the purchase chance (SHAP = -0.763)""]",BROWSER,0
0.0011,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.840)"", ""'Month_May' decreased the purchase chance (SHAP = -1.845)"", ""'ExitRates' decreased the purchase chance (SHAP = -1.157)""]",BROWSER,0
0.0057,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.682)"", ""'Month_May' decreased the purchase chance (SHAP = -2.205)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.214)""]",BROWSER,0
0.0039,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.392)"", ""'Month_May' decreased the purchase chance (SHAP = -2.373)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.292)""]",BROWSER,0
0.1491,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.694)"", ""'ProductRelated_Duration' increased the purchase chance (SHAP = +0.479)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.461)""]",BROWSER,0
0.009,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.535)"", ""'Month_Mar' decreased the purchase chance (SHAP = -2.244)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.238)""]",BROWSER,0
0.0693,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.734)"", ""'ProductRelated' decreased the purchase chance (SHAP = -0.498)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.447)""]",BROWSER,0
0.0054,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.799)"", ""'Month_May' decreased the purchase chance (SHAP = -2.341)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.292)""]",BROWSER,0
0.0562,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.787)"", ""'TrafficType_3' decreased the purchase chance (SHAP = -0.246)"", ""'Month_May' increased the purchase chance (SHAP = +0.235)""]",BROWSER,0
0.0346,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.001)"", ""'ExitRates' decreased the purchase chance (SHAP = -1.575)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.426)""]",BROWSER,0
0.0026,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'Month_May' decreased the purchase chance (SHAP = -2.603)"", ""'PageValues' decreased the purchase chance (SHAP = -2.306)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.334)""]",BROWSER,0
0.0053,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.634)"", ""'Month_Mar' decreased the purchase chance (SHAP = -1.993)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.328)""]",BROWSER,0
0.8721,HIGH,Urgency Banner + Premium Bundle,Show a live countdown timer and bundle offer on the page.,0.0,"[""'PageValues' increased the purchase chance (SHAP = +3.278)"", ""'Month_May' decreased the purchase chance (SHAP = -0.845)"", ""'BounceRates' decreased the purchase chance (SHAP = -0.290)""]",BUYER,1
0.0651,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.982)"", ""'TrafficType_3' decreased the purchase chance (SHAP = -0.418)"", ""'ProductRelated' decreased the purchase chance (SHAP = -0.348)""]",BROWSER,0
0.7378,HIGH,Urgency Banner + Premium Bundle,Show a live countdown timer and bundle offer on the page.,0.0,"[""'PageValues' increased the purchase chance (SHAP = +2.838)"", ""'Month_May' decreased the purchase chance (SHAP = -0.987)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.379)""]",BUYER,1
0.0044,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.741)"", ""'Month_May' decreased the purchase chance (SHAP = -2.452)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.297)""]",BROWSER,0
0.0602,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.292)"", ""'Informational_Duration' decreased the purchase chance (SHAP = -1.125)"", ""'ExitRates' decreased the purchase chance (SHAP = -0.908)""]",BROWSER,0
0.0051,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'Month_May' decreased the purchase chance (SHAP = -2.680)"", ""'PageValues' decreased the purchase chance (SHAP = -2.216)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.344)""]",BROWSER,0
0.938,HIGH,Urgency Banner + Premium Bundle,Show a live countdown timer and bundle offer on the page.,0.0,"[""'PageValues' increased the purchase chance (SHAP = +1.356)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.805)"", ""'ExitRates' increased the purchase chance (SHAP = +0.196)""]",BROWSER,0
0.3214,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -0.384)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.383)"", ""'ProductRelated_Duration' increased the purchase chance (SHAP = +0.377)""]",BROWSER,0
0.8692,HIGH,Urgency Banner + Premium Bundle,Show a live countdown timer and bundle offer on the page.,0.0,"[""'PageValues' increased the purchase chance (SHAP = +1.589)"", ""'Month_Dec' decreased the purchase chance (SHAP = -0.261)"", ""'BounceRates' increased the purchase chance (SHAP = +0.237)""]",BROWSER,0
0.1259,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.685)"", ""'Month_May' increased the purchase chance (SHAP = +0.295)"", ""'Month_Mar' increased the purchase chance (SHAP = +0.212)""]",BUYER,1
0.5305,MEDIUM,10% Personalised Discount Coupon,Send a discount code to the user's registered email.,5.0,"[""'PageValues' decreased the purchase chance (SHAP = -1.381)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.928)"", ""'ProductRelated' increased the purchase chance (SHAP = +0.334)""]",BROWSER,0
0.2234,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.777)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.432)"", ""'Month_May' increased the purchase chance (SHAP = +0.205)""]",BROWSER,0
0.1196,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.453)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.383)"", ""'Region_4' decreased the purchase chance (SHAP = -0.353)""]",BROWSER,0
0.7694,HIGH,Urgency Banner + Premium Bundle,Show a live countdown timer and bundle offer on the page.,0.0,"[""'PageValues' increased the purchase chance (SHAP = +1.694)"", ""'BounceRates' decreased the purchase chance (SHAP = -0.445)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.196)""]",BROWSER,0
0.0039,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'Month_May' decreased the purchase chance (SHAP = -2.417)"", ""'PageValues' decreased the purchase chance (SHAP = -2.266)"", ""'ProductRelated' decreased the purchase chance (SHAP = -0.277)""]",BROWSER,0
0.7622,HIGH,Urgency Banner + Premium Bundle,Show a live countdown timer and bundle offer on the page.,0.0,"[""'PageValues' increased the purchase chance (SHAP = +1.269)"", ""'ProductRelated' decreased the purchase chance (SHAP = -0.281)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.257)""]",BUYER,1
0.007,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'Month_May' decreased the purchase chance (SHAP = -2.131)"", ""'PageValues' decreased the purchase chance (SHAP = -1.061)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.461)""]",BROWSER,0
0.1663,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' increased the purchase chance (SHAP = +1.511)"", ""'Month_May' decreased the purchase chance (SHAP = -1.171)"", ""'ExitRates' decreased the purchase chance (SHAP = -0.648)""]",BROWSER,0
0.083,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.917)"", ""'ExitRates' decreased the purchase chance (SHAP = -0.411)"", ""'Month_Oct' decreased the purchase chance (SHAP = -0.343)""]",BROWSER,0
0.1946,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.469)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.372)"", ""'ProductRelated' decreased the purchase chance (SHAP = -0.312)""]",BROWSER,0
0.0058,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'Month_May' decreased the purchase chance (SHAP = -2.614)"", ""'PageValues' decreased the purchase chance (SHAP = -2.092)"", ""'Informational_Duration' increased the purchase chance (SHAP = +0.294)""]",BROWSER,0
0.8523,HIGH,Urgency Banner + Premium Bundle,Show a live countdown timer and bundle offer on the page.,0.0,"[""'PageValues' increased the purchase chance (SHAP = +3.028)"", ""'Month_May' decreased the purchase chance (SHAP = -0.900)"", ""'BounceRates' decreased the purchase chance (SHAP = -0.779)""]",BROWSER,0
0.0059,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.443)"", ""'Month_Mar' decreased the purchase chance (SHAP = -1.656)"", ""'OperatingSystems_4' decreased the purchase chance (SHAP = -0.274)""]",BROWSER,0
0.0032,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.730)"", ""'Month_May' decreased the purchase chance (SHAP = -2.326)"", ""'Browser_6' decreased the purchase chance (SHAP = -0.398)""]",BROWSER,0
0.1602,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.585)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.430)"", ""'Month_May' increased the purchase chance (SHAP = +0.264)""]",BROWSER,0
0.1566,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.618)"", ""'Informational_Duration' decreased the purchase chance (SHAP = -0.438)"", ""'Month_May' increased the purchase chance (SHAP = +0.349)""]",BROWSER,0
0.0051,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'Month_May' decreased the purchase chance (SHAP = -2.508)"", ""'PageValues' decreased the purchase chance (SHAP = -2.340)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.313)""]",BROWSER,0
0.9791,HIGH,Urgency Banner + Premium Bundle,Show a live countdown timer and bundle offer on the page.,0.0,"[""'PageValues' increased the purchase chance (SHAP = +3.154)"", ""'ExitRates' decreased the purchase chance (SHAP = -0.320)"", ""'BounceRates' increased the purchase chance (SHAP = +0.258)""]",BROWSER,0
0.0015,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.538)"", ""'Month_May' decreased the purchase chance (SHAP = -1.914)"", ""'ExitRates' decreased the purchase chance (SHAP = -1.141)""]",BROWSER,0
0.0154,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'ExitRates' decreased the purchase chance (SHAP = -2.001)"", ""'PageValues' decreased the purchase chance (SHAP = -1.837)"", ""'ProductRelated' increased the purchase chance (SHAP = +0.345)""]",BROWSER,0
0.1963,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.476)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.586)"", ""'ExitRates' decreased the purchase chance (SHAP = -0.495)""]",BUYER,1
0.1452,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.504)"", ""'TrafficType_3' decreased the purchase chance (SHAP = -0.455)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.376)""]",BROWSER,0
0.0276,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.775)"", ""'ExitRates' decreased the purchase chance (SHAP = -1.706)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.503)""]",BROWSER,0
0.0035,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.471)"", ""'Month_Mar' decreased the purchase chance (SHAP = -1.922)"", ""'ExitRates' decreased the purchase chance (SHAP = -0.732)""]",BROWSER,0
0.3605,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.595)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.484)"", ""'Month_May' increased the purchase chance (SHAP = +0.221)""]",BROWSER,0
0.5597,MEDIUM,10% Personalised Discount Coupon,Send a discount code to the user's registered email.,5.0,"[""'PageValues' increased the purchase chance (SHAP = +1.872)"", ""'Month_Dec' decreased the purchase chance (SHAP = -0.535)"", ""'BounceRates' decreased the purchase chance (SHAP = -0.404)""]",BUYER,1
0.0942,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.921)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.490)"", ""'Region_4' decreased the purchase chance (SHAP = -0.340)""]",BROWSER,0
0.8573,HIGH,Urgency Banner + Premium Bundle,Show a live countdown timer and bundle offer on the page.,0.0,"[""'PageValues' increased the purchase chance (SHAP = +1.202)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.432)"", ""'Informational_Duration' increased the purchase chance (SHAP = +0.324)""]",BUYER,1
0.0055,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.764)"", ""'Month_Mar' decreased the purchase chance (SHAP = -1.982)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.284)""]",BROWSER,0
0.0023,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.405)"", ""'Month_Mar' decreased the purchase chance (SHAP = -1.716)"", ""'ExitRates' decreased the purchase chance (SHAP = -1.420)""]",BROWSER,0
0.4884,MEDIUM,10% Personalised Discount Coupon,Send a discount code to the user's registered email.,5.0,"[""'PageValues' decreased the purchase chance (SHAP = -1.339)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.837)"", ""'Region_4' decreased the purchase chance (SHAP = -0.341)""]",BROWSER,0
0.7326,HIGH,Urgency Banner + Premium Bundle,Show a live countdown timer and bundle offer on the page.,0.0,"[""'PageValues' increased the purchase chance (SHAP = +2.412)"", ""'ExitRates' decreased the purchase chance (SHAP = -0.835)"", ""'Month_May' decreased the purchase chance (SHAP = -0.721)""]",BUYER,1
0.0037,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.457)"", ""'Month_May' decreased the purchase chance (SHAP = -2.104)"", ""'ExitRates' decreased the purchase chance (SHAP = -0.582)""]",BROWSER,0
0.1442,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'ExitRates' decreased the purchase chance (SHAP = -1.059)"", ""'PageValues' increased the purchase chance (SHAP = +1.017)"", ""'BounceRates' decreased the purchase chance (SHAP = -0.449)""]",BROWSER,0
0.1846,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.879)"", ""'Month_May' increased the purchase chance (SHAP = +0.309)"", ""'Month_Mar' increased the purchase chance (SHAP = +0.227)""]",BROWSER,0
0.006,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.464)"", ""'Month_Mar' decreased the purchase chance (SHAP = -1.980)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.375)""]",BROWSER,0
0.9439,HIGH,Urgency Banner + Premium Bundle,Show a live countdown timer and bundle offer on the page.,0.0,"[""'PageValues' increased the purchase chance (SHAP = +1.095)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.745)"", ""'BounceRates' increased the purchase chance (SHAP = +0.377)""]",BUYER,1
0.0012,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.498)"", ""'Month_Mar' decreased the purchase chance (SHAP = -2.062)"", ""'Region_5' decreased the purchase chance (SHAP = -0.937)""]",BROWSER,0
0.0073,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.574)"", ""'Month_Mar' decreased the purchase chance (SHAP = -2.226)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.304)""]",BROWSER,0
0.985,HIGH,Urgency Banner + Premium Bundle,Show a live countdown timer and bundle offer on the page.,0.0,"[""'PageValues' increased the purchase chance (SHAP = +2.888)"", ""'ExitRates' increased the purchase chance (SHAP = +0.480)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.326)""]",BUYER,1
0.9817,HIGH,Urgency Banner + Premium Bundle,Show a live countdown timer and bundle offer on the page.,0.0,"[""'PageValues' increased the purchase chance (SHAP = +3.364)"", ""'Administrative' increased the purchase chance (SHAP = +0.371)"", ""'ExitRates' increased the purchase chance (SHAP = +0.360)""]",BUYER,1
0.0045,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.712)"", ""'Month_May' decreased the purchase chance (SHAP = -2.367)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.383)""]",BROWSER,0
0.0755,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.013)"", ""'OperatingSystems_4' decreased the purchase chance (SHAP = -0.713)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.297)""]",BROWSER,0
0.182,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.787)"", ""'Month_May' increased the purchase chance (SHAP = +0.330)"", ""'Month_Mar' increased the purchase chance (SHAP = +0.254)""]",BROWSER,0
0.0394,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.912)"", ""'ExitRates' decreased the purchase chance (SHAP = -1.130)"", ""'TrafficType_20' increased the purchase chance (SHAP = +0.503)""]",BROWSER,0
0.1288,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.893)"", ""'Month_May' increased the purchase chance (SHAP = +0.256)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.254)""]",BUYER,1
0.0036,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.733)"", ""'Month_Mar' decreased the purchase chance (SHAP = -2.263)"", ""'Region_5' decreased the purchase chance (SHAP = -0.485)""]",BROWSER,0
0.2861,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' increased the purchase chance (SHAP = +1.213)"", ""'BounceRates' decreased the purchase chance (SHAP = -0.794)"", ""'ExitRates' decreased the purchase chance (SHAP = -0.463)""]",BROWSER,0
0.0038,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.508)"", ""'Month_Mar' decreased the purchase chance (SHAP = -1.954)"", ""'ExitRates' decreased the purchase chance (SHAP = -0.352)""]",BROWSER,0
0.5363,MEDIUM,10% Personalised Discount Coupon,Send a discount code to the user's registered email.,5.0,"[""'PageValues' increased the purchase chance (SHAP = +1.978)"", ""'Month_May' decreased the purchase chance (SHAP = -1.066)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.396)""]",BROWSER,0
0.1764,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.609)"", ""'Month_May' increased the purchase chance (SHAP = +0.334)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.286)""]",BROWSER,0
0.0034,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'Month_May' decreased the purchase chance (SHAP = -2.492)"", ""'PageValues' decreased the purchase chance (SHAP = -2.174)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.347)""]",BROWSER,0
0.8769,HIGH,Urgency Banner + Premium Bundle,Show a live countdown timer and bundle offer on the page.,0.0,"[""'PageValues' increased the purchase chance (SHAP = +2.253)"", ""'BounceRates' decreased the purchase chance (SHAP = -0.597)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.167)""]",BUYER,1
0.4951,MEDIUM,10% Personalised Discount Coupon,Send a discount code to the user's registered email.,5.0,"[""'PageValues' decreased the purchase chance (SHAP = -1.368)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.768)"", ""'Month_May' increased the purchase chance (SHAP = +0.204)""]",BUYER,1
0.7077,HIGH,Urgency Banner + Premium Bundle,Show a live countdown timer and bundle offer on the page.,0.0,"[""'PageValues' increased the purchase chance (SHAP = +2.486)"", ""'ExitRates' decreased the purchase chance (SHAP = -0.877)"", ""'BounceRates' decreased the purchase chance (SHAP = -0.364)""]",BUYER,1
0.1225,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.150)"", ""'Month_May' increased the purchase chance (SHAP = +0.259)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.247)""]",BROWSER,0
0.9428,HIGH,Urgency Banner + Premium Bundle,Show a live countdown timer and bundle offer on the page.,0.0,"[""'PageValues' increased the purchase chance (SHAP = +2.543)"", ""'BounceRates' decreased the purchase chance (SHAP = -0.323)"", ""'ProductRelated_Duration' increased the purchase chance (SHAP = +0.279)""]",BUYER,1
0.5064,MEDIUM,10% Personalised Discount Coupon,Send a discount code to the user's registered email.,5.0,"[""'PageValues' increased the purchase chance (SHAP = +1.723)"", ""'Month_May' decreased the purchase chance (SHAP = -1.244)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.248)""]",BROWSER,0
0.0016,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.446)"", ""'Month_May' decreased the purchase chance (SHAP = -2.104)"", ""'ExitRates' decreased the purchase chance (SHAP = -1.407)""]",BROWSER,0
0.098,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.231)"", ""'Month_May' increased the purchase chance (SHAP = +0.240)"", ""'Month_Mar' increased the purchase chance (SHAP = +0.175)""]",BROWSER,0
